"","REF_AREA","Reference_area","TIME_PERIOD","health_status_F","health_status_B","health_status_G","upper_secondary_education","tertiary_education","below_upper_secondary_education","motor_vehicle_theft","mortality_from_transport_accidents","intentional_homicides","social_support","lack_of_social_support","feeling_lonely","life_satisfaction","satisfaction_w_relationships"
"119","GRC","Greece",2019,14.2,6.6,79.1,42.06601,31.890486,26.043503,201.2,7,0.7,80.9771264191,18.7092226142,7.1934888418,6.7659425326,7.2637586877
"120","GRC","Greece",2020,14.9,6.8,78.4,43.652027,32.744011,23.603962,143.9,6,0.7,83.3448182558,16.5067234444,7.1934888418,6.7659425326,7.2637586877
"121","GRC","Greece",2021,15.4,6.5,78.2,43.631008,34.556225,21.812767,140.9,7,0.8,83.3448182558,16.5067234444,7.1934888418,6.7659425326,7.2637586877
"122","GRC","Greece",2022,15.5,7.5,77.1,45.172092,35.10413,19.723778,176.2,7.56,0.8,83.3448182558,16.5067234444,7.1934888418,6.7307896823,7.2637586877
"123","HUN","Hungary",2010,28.4,16.6,55,61.170437,20.121918,18.707645,60,9,1.3,89.1585489002,10.0948484975,9.3485418509,6.1127915586,7.5913142438
"124","HUN","Hungary",2011,28,16.4,55.6,60.643833,21.124001,18.232164,63.3,8.77,1.4,88.7436623394,10.7027446616,9.3485418509,6.1127915586,7.5913142438
"125","HUN","Hungary",2012,26.6,16.4,57,60.073402,22.046715,17.879883,71.2,8.51,1.1,88.7436623394,10.7027446616,9.3485418509,6.1127915586,7.5913142438
"126","HUN","Hungary",2013,28,16,56.1,59.988312,22.505821,17.505869,59.7,7.93,1.4,88.7436623394,10.7027446616,9.3485418509,6.1127915586,7.5913142438
"127","HUN","Hungary",2014,27.3,15.9,56.9,59.738323,23.356073,16.905603,49.3,8.24,1.3,84.2019377351,12.8044266966,9.3485418509,6.5062717839,7.5793112238
"128","HUN","Hungary",2015,27.9,15.8,56.3,58.9744,24.242552,16.783051,32.4,8.9,1,84.2019377351,12.8044266966,9.3485418509,6.5062717839,7.5793112238
"129","HUN","Hungary",2016,27.2,13.3,59.5,59.648968,23.713329,16.637701,21.5,8.82,1,84.2019377351,12.8044266966,9.3485418509,6.5062717839,7.5793112238
"130","HUN","Hungary",2017,27.9,13,59.1,59.972206,24.054041,15.97375,17.9,8.77,0.9,91.5134375342,7.8077539776,9.3485418509,6.5062717839,7.5793112238
"131","HUN","Hungary",2018,27.6,11.9,60.6,59.760651,25.101177,15.138174,10.6,9.13,0.9,91.5134375342,7.8077539776,9.3485418509,6.5062717839,7.5793112238
"132","HUN","Hungary",2019,30,11.8,58.2,58.9921,25.981535,15.026365,8.6,8.74,0.6,91.5134375342,7.8077539776,8.1353173043,6.5474589692,7.6121984855
"133","HUN","Hungary",2020,28.1,9.9,62,58.370392,27.203154,14.426455,5.4,6.72,0.8,93.9115703893,5.699142502,8.1353173043,6.5474589692,7.6121984855
"134","HUN","Hungary",2021,27.1,8.2,64.7,56.985195,29.29541,13.719394,5.4,7.69,0.7,93.9115703893,5.699142502,8.1353173043,6.5474589692,7.6121984855
"135","HUN","Hungary",2022,27,10,63,57.6127739,29.40613174,12.98109531,6.4,7.41,0.9,93.9115703893,5.699142502,8.1353173043,6.8524802497,7.6121984855
"136","HUN","Hungary",2023,25.5,9.3,65.2,57.53584671,29.81768417,12.64647007,6,6.87,0.7,94.8834002505,4.8155151244,8.1353173043,7.2,7.6121984855
"137","IRL","Ireland",2014,13.4,3.9,82.7,37.845661,40.967049,21.187292,128.3,3.59,1,95.7491851696,4.0313767745,3.9092966939,8.0681087113,8.5988729597
"138","IRL","Ireland",2015,13.7,3.8,82.6,37.011307,42.806118,20.182577,104.8,2.76,0.6,95.7491851696,4.0313767745,3.9092966939,8.0681087113,8.5988729597
"139","IRL","Ireland",2016,13.6,3.5,82.9,36.580685,45.104263,18.31505,71.8,2.99,0.7,95.7491851696,4.0313767745,3.9092966939,8.0681087113,8.5988729597
"140","IRL","Ireland",2017,13.4,3.4,83.2,36.346481,45.65897,17.994549,72,2.68,0.8,93.9984541606,5.8204003787,3.9092966939,8.0681087113,8.5988729597
"141","IRL","Ireland",2018,12.5,3.3,84.1,36.239433,46.935135,16.825432,76.8,1.87,0.8,93.9984541606,5.8204003787,3.9092966939,8.0681087113,8.5988729597
"142","IRL","Ireland",2019,12.6,3.2,84.2,36.350227,47.306835,16.342939,72.6,2,0.7,93.9984541606,5.8204003787,3.5899152072,7.2502842847,8.2856001695
"143","IRL","Ireland",2020,11.8,3.8,84.5,35.548946,49.943962,14.507091,51.7,2,0.7,90.506765089,9.453012117,3.5899152072,7.2502842847,8.2856001695
"144","IRL","Ireland",2021,13.5,4.9,81.6,33.525906,53.708744,12.765348,54.7,2,0.4,90.506765089,9.453012117,3.5899152072,7.2502842847,8.2856001695
"145","IRL","Ireland",2022,14.3,5,80.8,34.3934326171875,53.4525680541992,12.1539993286133,79.6,2,0.9,90.506765089,9.453012117,3.5899152072,7.4475959273,8.2856001695
"146","ISL","Iceland",2012,18.1,5,76.8,35.550045,33.888733,30.561222,14,4.05,0.3,96.6441917674,2.6741812303,3.8170216,7.9489247249,8.1355370597
"147","ISL","Iceland",2013,17.5,5.8,76.6,36.267162,34.277187,29.45565,9.9,5.56,0.3,96.6441917674,2.6741812303,3.8170216,7.9489247249,8.1355370597
"148","ISL","Iceland",2015,18,5.7,76.3,36.439964,36.97718,26.582855,20.9,4.53,0.9,98.2611621065,1.7388378935,3.8170216,8.1335416331,8.1680162154
"149","ISL","Iceland",2016,17.5,6.4,76.1,38.504921,38.100773,23.394308,17,6.26,0.3,98.2611621065,1.7388378935,3.8170216,8.1335416331,8.1680162154
"150","ISL","Iceland",2017,17,5.7,77.3,35.749207,39.043491,25.207304,23.3,2.62,0.9,97.0228081729,2.5636133078,3.8170216,8.1335416331,8.1680162154
"151","ITA","Italy",2014,20,12,67.9,42.396198,16.910578,40.693222,292.5,5.8,0.8,90.8181022992,8.8352788984,5.6587720148,7.0245963012,7.5090242425
"152","ITA","Italy",2015,22,12.4,65.6,42.344765,17.546457,40.108776,275,5.9,0.8,90.8181022992,8.8352788984,5.6587720148,7.0245963012,7.5090242425
"153","ITA","Italy",2016,21.4,7.7,70.9,42.419556,17.723593,39.856853,261.1,5.7,0.7,90.8181022992,8.8352788984,5.6587720148,7.0245963012,7.5090242425
"154","ITA","Italy",2017,17.2,5.8,77,42.245842,18.669672,39.084484,242.9,5.9,0.6,88.5239301508,10.9019811085,5.6587720148,7.0245963012,7.5090242425
"155","ITA","Italy",2018,19.9,6.8,73.3,42.460869,19.368793,38.170338,235.7,5.7,0.6,88.5239301508,10.9019811085,5.6587720148,7.0245963012,7.5090242425
"156","ITA","Italy",2019,20.2,7,72.8,42.560783,19.695461,37.743759,219.6,5.5,0.5,88.5239301508,10.9019811085,5.3138337983,7.1742196143,7.2607245757
"157","ITA","Italy",2021,18.4,8.1,73.5,42.72337,19.983055,37.293571,186.3,5.2,0.5,88.1114865579,11.8369417678,5.3138337983,7.1742196143,7.2607245757
"158","ITA","Italy",2022,20.4,6.7,72.9,42.715874,20.322079,36.962048,213.1,5.6,0.6,88.1114865579,11.8369417678,5.3138337983,7.173981706,7.2607245757
"159","LTU","Lithuania",2014,37.2,17.9,44.9,54.50782,36.668087,8.8240929,34.4,10.87,5.3,85.1337843953,6.9025669499,9.332625694,6.3824132637,7.8453151633
"160","LTU","Lithuania",2015,39.7,17.7,42.6,52.63168,38.724106,8.6442165,32.7,10.38,5.8,85.1337843953,6.9025669499,9.332625694,6.3824132637,7.8453151633
"161","LTU","Lithuania",2016,39.8,17.1,43.2,52.783016,39.732628,7.4843569,36.6,8.36,4.8,85.1337843953,6.9025669499,9.332625694,6.3824132637,7.8453151633
"162","LTU","Lithuania",2017,39.9,16.4,43.7,52.554096,40.273941,7.1719623,31.1,8.62,4,87.7508842128,7.177429774,9.332625694,6.3824132637,7.8453151633
"163","LTU","Lithuania",2018,40.2,15.8,44,51.322941,41.654594,7.0224643,23.9,7.88,3.4,87.7508842128,7.177429774,9.332625694,6.3824132637,7.8453151633
"164","LTU","Lithuania",2019,38.7,15.2,46.1,50.11478,43.149418,6.7358012,20.1,7.49,3,87.7508842128,7.177429774,8.9217057424,6.9769955556,7.9632787242
"165","LTU","Lithuania",2020,40.4,15.3,44.3,49.501938,44.13818,6.3598828,16.9,7.53,3.5,85.6874553675,5.5337148491,8.9217057424,6.9769955556,7.9632787242
"166","LTU","Lithuania",2021,39.1,13.1,47.8,47.923908,45.343121,6.7329736,9.6,6.47,2.5,85.6874553675,5.5337148491,8.9217057424,6.9769955556,7.9632787242
"167","LTU","Lithuania",2022,39,12.9,48.1,46.385326,46.529728,7.0849438,11.7,5.87,2.2,85.6874553675,5.5337148491,8.9217057424,7.0921493349,7.9632787242
"168","LTU","Lithuania",2023,39.3,13.1,47.6,46.33892059,46.37329102,7.287788868,9.9,6.16,2.4,87.988591373,7.1866608325,8.9217057424,7.188347258,7.9632787242
"169","LVA","Latvia",2013,38.1,16.8,45.2,58.342381,31.011995,10.645624,53.8,10.19,3.7,81.2806697292,15.4302951458,5.927276851,6.4682794765,8.0792536176
"170","LVA","Latvia",2014,37.1,17.2,45.8,56.431065,30.230137,13.338798,53.4,12.44,4.3,85.848933225,10.3242463018,5.927276851,6.7377044739,7.7532103502
"171","LVA","Latvia",2015,37.5,16.3,46.2,56.190098,31.591949,12.217953,60.5,11.38,4.4,85.848933225,10.3242463018,5.927276851,6.7377044739,7.7532103502
"172","LVA","Latvia",2016,37.1,15.7,47.2,55.320442,33.361481,11.318077,51.7,10.51,6.5,85.848933225,10.3242463018,5.927276851,6.7377044739,7.7532103502
"173","LVA","Latvia",2017,38.8,16.9,44.2,53.725826,33.882294,12.391879,58,8.24,6.6,88.054046084,8.2120636057,5.927276851,6.7377044739,7.7532103502
"174","LVA","Latvia",2018,37.6,15.5,46.9,53.692394,33.939289,12.368318,53.5,9.44,6.5,88.054046084,8.2120636057,5.927276851,6.7377044739,7.7532103502
"175","LVA","Latvia",2019,37.5,15.4,47.1,52.727459,35.707733,11.564806,22.2,8,4.8,88.054046084,8.2120636057,6.4406868265,6.7447419244,7.9395307198
"176","LVA","Latvia",2020,36.6,13.7,49.7,51.638859,37.833885,10.527256,39.1,8,4.9,92.9118950524,6.2746366315,6.4406868265,6.7447419244,7.9395307198
"177","LVA","Latvia",2021,37.1,13.1,49.8,50.393284,39.00124,10.605479,22.1,9,5.2,92.9118950524,6.2746366315,6.4406868265,6.7447419244,7.9395307198
"178","LVA","Latvia",2022,35.7,14.2,50.2,49.714275,39.4673,10.818428,26.8,7,4,92.9118950524,6.2746366315,6.4406868265,6.8309621773,7.9395307198
"179","POL","Poland",2014,28.1,13.7,58.1,63.521564,26.995474,9.4829636,36.3,10.3,1.4,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"180","POL","Poland",2015,27.9,14.3,57.8,63.030708,27.747267,9.2220259,31.7,9.5,1.3,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"181","POL","Poland",2016,27.9,13.7,58.4,62.609581,28.711193,8.6792269,30.2,9.9,1.2,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"182","POL","Poland",2017,27.5,13.6,58.8,62.191849,29.919453,7.8886991,26.5,9.4,1.4,83.9307498522,12.0499765509,7.0278510938,7.7310183875,8.1025312272
"183","POL","Poland",2018,28.1,12.8,59.1,61.52821,30.919592,7.5521989,23,9.9,1.4,83.9307498522,12.0499765509,7.0278510938,7.7310183875,8.1025312272
"184","POL","Poland",2019,27.4,12.8,59.8,60.61755,32.014767,7.3676858,22.8,10,1.4,83.9307498522,12.0499765509,5.1298661617,7.5421897616,8.0956308115
"185","POL","Poland",2020,27.6,10.8,61.6,60.369686,32.875156,6.7551556,23.4,10,1.7,90.6514684843,7.3068561015,5.1298661617,7.5421897616,8.0956308115
"186","POL","Poland",2021,25.3,10.3,64.4,59.6044960021973,33.6683578491211,6.72714853286743,22.7,7,1.7,90.6514684843,7.3068561015,5.1298661617,7.5421897616,8.0956308115
"187","POL","Poland",2022,27.8,9.9,62.2,59.553993,33.915615,6.5303903,20,7,0.7,90.6514684843,7.3068561015,5.1298661617,7.6642820518,8.0956308115
"188","POL","Poland",2023,27.2,10,62.7,56.39237595,37.93938065,5.668243408,17.3,6.5,0.8,88.0135482391,10.0555653208,5.1298661617,7.6173374355,8.0956308115
"189","PRT","Portugal",2010,30.5,20.3,49.2,16.472258,15.445285,68.082458,192.1,9,1.2,85.4622780213,12.6274224301,8.850271555,6.1537453485,7.8999270852
"190","PRT","Portugal",2011,32.2,18,49.7,17.770487,17.25703,64.972481,184.6,9.28,1.1,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"191","PRT","Portugal",2012,33.8,18.2,48,19.095991,18.534111,62.369896,151,6.95,1.2,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"192","PRT","Portugal",2013,35.3,18.6,46.1,20.740372,19.307142,59.952484,141.3,7.38,1.4,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"193","PRT","Portugal",2014,35.7,18.3,45.9,21.5132026672363,21.7245407104492,56.7622566223145,131.7,7.95,0.9,86.5324113268,12.079980822,8.850271555,6.6892248894,8.203228596
"194","PRT","Portugal",2015,35.6,18,46.4,22.2725791931152,22.8754539489746,54.8519668579102,115.8,7.74,1,86.5324113268,12.079980822,8.850271555,6.6892248894,8.203228596
