"","REF_AREA","Reference_area","TIME_PERIOD","health_status_F","health_status_B","health_status_G","Upper secondary or post-secondary non-tertiary education","Tertiary education","Below upper secondary education","Motor vehicle theft","Mortality from transport accidents","Intentional homicides","Social support","Lack of social support","Feeling lonely","Life satisfaction","Satisfaction with personal relationships"
"664","MLT","Malta",2016,NA,NA,NA,NA,NA,NA,56.3,5.71,1.1,NA,NA,NA,NA,NA
"665","MLT","Malta",2017,NA,NA,NA,NA,NA,NA,71.1,4.49,1.9,NA,NA,NA,NA,NA
"666","MLT","Malta",2018,NA,NA,NA,NA,NA,NA,65.5,3.51,1.2,NA,NA,NA,NA,NA
"667","MLT","Malta",2019,NA,NA,NA,NA,NA,NA,48.6,NA,0.8,NA,NA,NA,NA,NA
"668","MLT","Malta",2020,NA,NA,NA,NA,NA,NA,44.6,NA,1.2,NA,NA,NA,NA,NA
"669","MLT","Malta",2021,NA,NA,NA,NA,NA,NA,49,NA,0.4,NA,NA,NA,NA,NA
"670","MLT","Malta",2022,NA,NA,NA,NA,NA,NA,58.4,NA,1.5,NA,NA,NA,NA,NA
"671","MLT","Malta",2023,NA,NA,NA,NA,NA,NA,51.6,NA,0.4,NA,NA,NA,NA,NA
"672","NLD","Netherlands",2007,18.8,4.9,76.3,NA,NA,NA,NA,NA,NA,NA,NA,5.5730100492,7.8022760577,8.2288040434
"673","NLD","Netherlands",2008,17.4,5.3,77.3,NA,NA,NA,NA,NA,NA,NA,NA,5.5730100492,7.8022760577,8.2288040434
"674","NLD","Netherlands",2009,17.5,4.8,77.6,NA,NA,NA,NA,NA,NA,NA,NA,5.5730100492,7.8022760577,8.2288040434
"675","NLD","Netherlands",2010,17,5,78,NA,NA,NA,214.4,4,0.9,94.3153205423,4.9261625196,5.5730100492,7.8022760577,8.2288040434
"676","NLD","Netherlands",2011,17.9,5.7,76.3,NA,NA,NA,214.5,4.43,0.9,92.979458392,6.5693869335,5.5730100492,7.8022760577,8.2288040434
"677","NLD","Netherlands",2012,18.6,5.8,75.6,NA,NA,NA,203.8,4.49,0.9,92.979458392,6.5693869335,5.5730100492,7.8022760577,8.2288040434
"678","NLD","Netherlands",2013,19.1,5.3,75.6,NA,NA,NA,198.1,3.95,NA,92.979458392,6.5693869335,5.5730100492,7.8022760577,8.2288040434
"679","NLD","Netherlands",2014,17.2,5.4,77.3,41.449444,35.290047,23.260509,192.8,3.93,NA,90.068791606,9.499650235,5.5730100492,7.6955204698,7.9287386541
"680","NLD","Netherlands",2015,18.5,5.2,76.2,40.99651,36.441593,22.561897,187.5,4.34,NA,90.068791606,9.499650235,5.5730100492,7.6955204698,7.9287386541
"681","NLD","Netherlands",2016,19.2,4.9,75.9,40.903191,37.127563,21.969248,163,4.27,NA,90.068791606,9.499650235,5.5730100492,7.6955204698,7.9287386541
"682","NLD","Netherlands",2017,19.3,4.6,76.1,40.802116,38.296494,20.901388,143.6,4.06,NA,93.6986763377,6.0719664995,5.5730100492,7.6955204698,7.9287386541
"683","NLD","Netherlands",2018,19.7,4.7,75.6,39.832996,39.796738,20.370266,144,4.5,NA,93.6986763377,6.0719664995,5.5730100492,7.6955204698,7.9287386541
"684","NLD","Netherlands",2019,19.7,5.5,74.8,39.336113,40.813927,19.849958,147.4,NA,NA,93.6986763377,6.0719664995,5.6587388833,7.7317250614,8.0331498597
"685","NLD","Netherlands",2020,17.6,4.5,78,38.840237,42.05917,19.100592,139.6,NA,NA,92.8621148364,6.9327644361,5.6587388833,7.7317250614,8.0331498597
"686","NLD","Netherlands",2021,21.6,5.2,73.1,37.502918,43.059402,19.437679,112.5,NA,NA,92.8621148364,6.9327644361,5.6587388833,7.7317250614,8.0331498597
"687","NLD","Netherlands",2022,23.4,5.3,71.3,36.580338,44.659809,18.759853,134.9,NA,NA,92.8621148364,6.9327644361,5.6587388833,7.664159679,8.0331498597
"688","NLD","Netherlands",2023,24,6.5,69.6,36.43780899,44.24942017,19.31277084,118,NA,NA,90.9823160781,8.5219821964,5.6587388833,7.5973402106,8.0331498597
"689","NLD","Netherlands",2024,NA,NA,NA,36.5743980407715,45.0982780456543,18.3273239135742,NA,NA,NA,NA,NA,5.6587388833,7.5973402106,8.0331498597
"690","NOR","Norway",2007,15.1,8.4,76.4,NA,NA,NA,NA,NA,NA,NA,NA,3.444549481,7.8856053859,8.4159402455
"691","NOR","Norway",2008,15.5,7.9,76.6,NA,NA,NA,NA,NA,NA,NA,NA,3.444549481,7.8856053859,8.4159402455
"692","NOR","Norway",2009,16.1,7.4,76.5,NA,NA,NA,NA,NA,NA,NA,NA,3.444549481,7.8856053859,8.4159402455
"693","NOR","Norway",2010,15.5,7.8,76.7,NA,NA,NA,219.2,5,0.6,NA,NA,3.444549481,7.8856053859,8.4159402455
"694","NOR","Norway",2011,18.3,8.5,73.2,NA,NA,NA,186,4.74,2.2,NA,NA,3.444549481,7.8856053859,8.4159402455
"695","NOR","Norway",2012,15,6.3,78.7,NA,NA,NA,156,3.87,0.5,92.8064346557,5.1260389048,3.444549481,7.8856053859,8.4159402455
"696","NOR","Norway",2013,16,7.9,76,NA,NA,NA,128.2,4.61,0.9,NA,NA,3.444549481,7.8856053859,8.4159402455
"697","NOR","Norway",2014,14.6,6.9,78.5,NA,NA,NA,126.2,3.72,0.6,94.1192049359,5.0317786312,3.444549481,7.9803644317,8.5368766918
"698","NOR","Norway",2015,15.3,6.4,78.3,NA,NA,NA,101.5,3.37,0.5,94.1192049359,5.0317786312,3.444549481,7.9803644317,8.5368766918
"699","NOR","Norway",2016,15.2,7.7,77.1,NA,NA,NA,83.1,3.78,0.5,94.1192049359,5.0317786312,3.444549481,7.9803644317,8.5368766918
"700","NOR","Norway",2017,15.3,7.2,77.4,NA,NA,NA,74.5,3.01,0.5,94.8537053938,4.7145147812,3.444549481,7.9803644317,8.5368766918
"701","NOR","Norway",2018,15.7,7.7,76.6,NA,NA,NA,74.1,3.09,0.5,94.8537053938,4.7145147812,3.444549481,7.9803644317,8.5368766918
"702","NOR","Norway",2019,17.6,9.6,72.7,NA,NA,NA,70.1,3,0.5,94.8537053938,4.7145147812,3.1313658675,7.5,8.5130138068
"703","NOR","Norway",2020,16.4,9,74.5,NA,NA,NA,75.5,2.6,0.6,94.1929827814,5.6419620235,3.1313658675,7.5,8.5130138068
"704","NOR","Norway",2021,16.4,9,74.6,NA,NA,NA,58.2,2.1,0.5,94.1929827814,5.6419620235,3.1313658675,7.5,8.5130138068
"705","NOR","Norway",2022,16.9,9.2,73.9,NA,NA,NA,73.6,2.7,0.5,94.1929827814,5.6419620235,3.1313658675,7.7152424816,8.5130138068
"706","NOR","Norway",2023,16.6,9.6,73.9,NA,NA,NA,93.6,2.8,0.7,93.9694495133,6.0066283174,3.1313658675,7.6345566536,8.5130138068
"707","NZL","New Zealand",1998,NA,NA,NA,NA,NA,38.636364,NA,NA,NA,NA,NA,3.6,7.8,NA
"708","NZL","New Zealand",1999,NA,NA,NA,NA,NA,38.037067,NA,NA,NA,NA,NA,3.6,7.8,NA
"709","NZL","New Zealand",2000,NA,NA,NA,NA,NA,36.803673,NA,NA,NA,NA,NA,3.6,7.8,NA
"710","NZL","New Zealand",2001,NA,NA,NA,NA,NA,35.522774,NA,NA,NA,NA,NA,3.6,7.8,NA
"711","NZL","New Zealand",2002,NA,NA,NA,NA,NA,34.41552,NA,NA,NA,NA,NA,3.6,7.8,NA
"712","NZL","New Zealand",2003,NA,NA,NA,NA,NA,33.131687,NA,NA,NA,NA,NA,3.6,7.8,NA
"713","NZL","New Zealand",2004,NA,NA,NA,NA,NA,32.920467,NA,NA,NA,NA,NA,3.6,7.8,NA
"714","NZL","New Zealand",2005,NA,NA,NA,NA,NA,31.6005,NA,NA,NA,NA,NA,3.6,7.8,NA
"715","NZL","New Zealand",2006,NA,NA,NA,NA,NA,31.062853,NA,NA,NA,NA,NA,3.6,7.8,NA
"716","NZL","New Zealand",2007,8.5,1.9,89.6,NA,NA,28.924793,NA,NA,NA,NA,NA,3.6,7.8,NA
"717","NZL","New Zealand",2008,NA,NA,NA,NA,NA,27.94714,NA,NA,NA,NA,NA,3.6,7.8,NA
"718","NZL","New Zealand",2009,NA,NA,NA,NA,NA,27.84214,NA,NA,NA,NA,NA,3.6,7.8,NA
"719","NZL","New Zealand",2010,NA,NA,NA,NA,NA,26.960302,459.5,NA,1.1,95.6195232847,3.9902632356,3.6,7.8,NA
"720","NZL","New Zealand",2011,NA,NA,NA,NA,NA,25.886049,472.7,NA,0.9,94.4596816058,5.2551860647,3.6,7.8,NA
"721","NZL","New Zealand",2012,8.3,2.5,89.2,NA,NA,25.939383,404,NA,1,94.4596816058,5.2551860647,3.6,7.8,NA
"722","NZL","New Zealand",2013,8.2,2.3,89.5,NA,NA,28.640007,432.7,NA,1.1,94.4596816058,5.2551860647,3.6,7.8,NA
"723","NZL","New Zealand",2014,6.9,1.7,91.4,38.446278,35.628941,25.924784,471.9,NA,0.9,95.3961400923,4.4492498698,3.6,7.8,NA
"724","NZL","New Zealand",2015,8.8,2.4,88.9,40.681847,34.040531,25.277622,NA,NA,NA,95.3961400923,4.4492498698,6.3,7.8,NA
"725","NZL","New Zealand",2016,9.8,2.5,87.7,40.301437,36.275139,23.423424,NA,NA,NA,95.3961400923,4.4492498698,6.3,7.8,NA
"726","NZL","New Zealand",2017,9.5,2.3,88.2,41.151012,37.730431,21.118555,NA,NA,NA,94.5086496191,5.0587266162,3.5,7.7,NA
"727","NZL","New Zealand",2018,10.1,2.4,87.4,41.164528,39.292675,19.542797,NA,NA,NA,94.5086496191,5.0587266162,3.5,7.7,NA
"728","NZL","New Zealand",2019,11.2,2.7,86.1,41.631645,39.065784,19.30257,NA,NA,NA,94.5086496191,5.0587266162,3.6,7.7,NA
"729","NZL","New Zealand",2020,10.6,2.4,87,40.81171,40.121872,19.066416,NA,NA,NA,95.2381826177,4.7524707283,3.6,7.7,NA
"730","NZL","New Zealand",2021,9.9,2.1,88,40.077881,40.490189,19.431931,NA,NA,NA,95.2381826177,4.7524707283,3.6,7.7,NA
"731","NZL","New Zealand",2022,9.9,2.1,88,41.116131,39.841537,19.042334,NA,NA,NA,95.2381826177,4.7524707283,4,7.6,NA
"732","NZL","New Zealand",2023,10.9,3,86.2,41.1376342773438,41.5777702331543,17.2845954895019,NA,NA,NA,92.4603485316,7.3563004206,4,7.6,NA
"733","NZL","New Zealand",2024,NA,NA,NA,39.1800193786621,43.9620094299316,16.8579711914062,NA,NA,NA,NA,NA,4,7.6,NA
"734","OECD","OECD",1998,NA,NA,NA,42.430559,20.133449,37.903775,NA,NA,NA,NA,NA,NA,NA,NA
"735","OECD","OECD",1999,NA,NA,NA,42.840644,20.50001,37.189544,NA,NA,NA,NA,NA,NA,NA,NA
"736","OECD","OECD",2000,NA,NA,NA,42.842438,22.081926,35.503431,NA,NA,NA,NA,NA,NA,NA,NA
"737","OECD","OECD",2001,NA,NA,NA,42.16997,22.120269,36.147895,NA,NA,NA,NA,NA,NA,NA,NA
"738","OECD","OECD",2002,NA,NA,NA,43.232013,23.298293,33.960143,NA,NA,NA,NA,NA,NA,NA,NA
"739","OECD","OECD",2003,NA,NA,NA,43.148783,24.677926,32.615308,NA,NA,NA,NA,NA,NA,NA,NA
"740","OECD","OECD",2004,NA,NA,NA,43.710363,25.084334,31.699633,NA,NA,NA,NA,NA,NA,NA,NA
"741","OECD","OECD",2005,NA,NA,NA,44.173901,26.318972,29.956083,NA,NA,NA,NA,NA,NA,NA,NA
"742","OECD","OECD",2006,NA,NA,NA,44.659087,26.525527,29.291452,NA,NA,NA,NA,NA,NA,NA,NA
"743","OECD","OECD",2007,NA,NA,NA,44.236632,27.638786,28.529906,NA,NA,NA,NA,NA,NA,NA,NA
"744","OECD","OECD",2008,NA,NA,NA,44.145846,28.580724,27.700151,NA,NA,NA,NA,NA,NA,NA,NA
"745","OECD","OECD",2009,NA,NA,NA,43.949164,29.333305,27.149623,NA,NA,NA,NA,NA,NA,NA,NA
"746","OECD","OECD",2010,NA,NA,NA,43.509516,29.872179,27.042744,NA,NA,NA,NA,NA,NA,NA,NA
"747","OECD","OECD",2020,NA,NA,NA,41.3920536262851,39.1963124353687,19.8236063860769,NA,NA,NA,NA,NA,NA,NA,NA
"748","OECD","OECD",2021,NA,NA,NA,40.5208993243544,39.9325300974253,19.9805433210412,NA,NA,NA,NA,NA,NA,NA,NA
"749","OECD","OECD",2022,NA,NA,NA,40.3122640639286,40.3993731793791,19.7133829236176,NA,NA,NA,NA,NA,NA,NA,NA
"750","OECD","OECD",2023,NA,NA,NA,40.2544696595934,40.9317211460423,19.2319893042247,NA,NA,NA,NA,NA,NA,NA,NA
"751","OECD","OECD",2024,NA,NA,NA,40.0479735206155,41.2191217694964,18.5687883881962,NA,NA,NA,NA,NA,NA,NA,NA
"752","PER","Peru",2010,NA,NA,NA,NA,NA,NA,52.9,NA,NA,78.6623329049,20.170821667,NA,NA,NA
"753","PER","Peru",2011,NA,NA,NA,NA,NA,NA,52.9,NA,NA,76.3680194448,22.5040795608,NA,NA,NA
"754","PER","Peru",2012,NA,NA,NA,NA,NA,NA,56.2,NA,9.7,76.3680194448,22.5040795608,NA,NA,NA
"755","PER","Peru",2013,NA,NA,NA,NA,NA,NA,64.1,NA,9.1,76.3680194448,22.5040795608,NA,NA,NA
"756","PER","Peru",2014,NA,NA,NA,NA,NA,NA,60.7,NA,7.7,80.1038797753,19.1860659694,NA,NA,NA
"757","PER","Peru",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1038797753,19.1860659694,NA,NA,NA
"758","PER","Peru",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1038797753,19.1860659694,NA,NA,NA
"759","PER","Peru",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5321290925,17.1252070497,NA,NA,NA
"760","PER","Peru",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5321290925,17.1252070497,NA,NA,NA
"761","PER","Peru",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5321290925,17.1252070497,NA,NA,NA
"762","PER","Peru",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8462702331,20.0968415475,NA,NA,NA
"763","PER","Peru",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8462702331,20.0968415475,NA,NA,NA
"764","PER","Peru",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8462702331,20.0968415475,NA,NA,NA
"765","PER","Peru",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1359486564,20.2346626488,NA,NA,NA
"766","POL","Poland",2007,26.3,16.9,56.8,NA,NA,NA,NA,NA,NA,NA,NA,7.0278510938,7.3153997162,7.9702649387
"767","POL","Poland",2008,25.9,16.4,57.7,NA,NA,NA,NA,NA,NA,NA,NA,7.0278510938,7.3153997162,7.9702649387
"768","POL","Poland",2009,27.3,16.5,56.1,NA,NA,NA,NA,NA,NA,NA,NA,7.0278510938,7.3153997162,7.9702649387
"769","POL","Poland",2010,26.8,15.4,57.8,NA,NA,NA,43.5,12,1.8,91.5959880314,5.6039885391,7.0278510938,7.3153997162,7.9702649387
"770","POL","Poland",2011,27.5,14.9,57.6,NA,NA,NA,43.5,12.9,1.8,89.4263930278,8.0429512215,7.0278510938,7.3153997162,7.9702649387
"771","POL","Poland",2012,27.6,14.7,57.7,NA,NA,NA,42.6,11.4,1.6,89.4263930278,8.0429512215,7.0278510938,7.3153997162,7.9702649387
"772","POL","Poland",2013,27.4,14.3,58.3,NA,NA,NA,38.9,10.8,1.5,89.4263930278,8.0429512215,7.0278510938,7.3153997162,7.9702649387
"773","POL","Poland",2014,28.1,13.7,58.1,63.521564,26.995474,9.4829636,36.3,10.3,1.4,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"774","POL","Poland",2015,27.9,14.3,57.8,63.030708,27.747267,9.2220259,31.7,9.5,1.3,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"775","POL","Poland",2016,27.9,13.7,58.4,62.609581,28.711193,8.6792269,30.2,9.9,1.2,88.7031447145,8.6159532936,7.0278510938,7.7310183875,8.1025312272
"776","POL","Poland",2017,27.5,13.6,58.8,62.191849,29.919453,7.8886991,26.5,9.4,1.4,83.9307498522,12.0499765509,7.0278510938,7.7310183875,8.1025312272
"777","POL","Poland",2018,28.1,12.8,59.1,61.52821,30.919592,7.5521989,23,9.9,1.4,83.9307498522,12.0499765509,7.0278510938,7.7310183875,8.1025312272
"778","POL","Poland",2019,27.4,12.8,59.8,60.61755,32.014767,7.3676858,22.8,10,1.4,83.9307498522,12.0499765509,5.1298661617,7.5421897616,8.0956308115
"779","POL","Poland",2020,27.6,10.8,61.6,60.369686,32.875156,6.7551556,23.4,10,1.7,90.6514684843,7.3068561015,5.1298661617,7.5421897616,8.0956308115
"780","POL","Poland",2021,25.3,10.3,64.4,59.6044960021973,33.6683578491211,6.72714853286743,22.7,7,1.7,90.6514684843,7.3068561015,5.1298661617,7.5421897616,8.0956308115
"781","POL","Poland",2022,27.8,9.9,62.2,59.553993,33.915615,6.5303903,20,7,0.7,90.6514684843,7.3068561015,5.1298661617,7.6642820518,8.0956308115
"782","POL","Poland",2023,27.2,10,62.7,56.39237595,37.93938065,5.668243408,17.3,6.5,0.8,88.0135482391,10.0555653208,5.1298661617,7.6173374355,8.0956308115
"783","POL","Poland",2024,NA,NA,NA,55.3555107116699,39.4531860351562,5.19130277633667,NA,NA,NA,NA,NA,5.1298661617,7.6173374355,8.0956308115
"784","PRT","Portugal",1998,NA,NA,NA,9.5464764,8.3049736,82.148552,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"785","PRT","Portugal",1999,NA,NA,NA,10.158633,8.6823721,81.158997,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"786","PRT","Portugal",2000,NA,NA,NA,10.531308,8.8429394,80.625755,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"787","PRT","Portugal",2001,NA,NA,NA,11.002051,9.2361002,79.761848,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"788","PRT","Portugal",2002,NA,NA,NA,11.274323,9.4179335,79.307739,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"789","PRT","Portugal",2003,NA,NA,NA,11.862341,10.958982,77.178673,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"790","PRT","Portugal",2004,NA,NA,NA,12.639626,12.516933,74.843437,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"791","PRT","Portugal",2005,NA,NA,NA,13.606074,12.844431,73.549492,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"792","PRT","Portugal",2006,NA,NA,NA,14.129419,13.480192,72.390388,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"793","PRT","Portugal",2007,35.2,19,45.8,13.763488,13.692096,72.544418,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"794","PRT","Portugal",2008,32.1,19.6,48.3,13.947564,14.300379,71.75206,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"795","PRT","Portugal",2009,32.9,19.5,47.7,15.237852,14.66682,70.095329,NA,NA,NA,NA,NA,8.850271555,6.1537453485,7.8999270852
"796","PRT","Portugal",2010,30.5,20.3,49.2,16.472258,15.445285,68.082458,192.1,9,1.2,85.4622780213,12.6274224301,8.850271555,6.1537453485,7.8999270852
"797","PRT","Portugal",2011,32.2,18,49.7,17.770487,17.25703,64.972481,184.6,9.28,1.1,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"798","PRT","Portugal",2012,33.8,18.2,48,19.095991,18.534111,62.369896,151,6.95,1.2,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"799","PRT","Portugal",2013,35.3,18.6,46.1,20.740372,19.307142,59.952484,141.3,7.38,1.4,84.5661174983,13.4166839158,8.850271555,6.1537453485,7.8999270852
"800","PRT","Portugal",2014,35.7,18.3,45.9,21.5132026672363,21.7245407104492,56.7622566223145,131.7,7.95,0.9,86.5324113268,12.079980822,8.850271555,6.6892248894,8.203228596
"801","PRT","Portugal",2015,35.6,18,46.4,22.2725791931152,22.8754539489746,54.8519668579102,115.8,7.74,1,86.5324113268,12.079980822,8.850271555,6.6892248894,8.203228596
"802","PRT","Portugal",2016,36.4,15.9,47.6,23.0478591918945,23.8243198394775,53.1278190612793,111.3,7.23,0.6,86.5324113268,12.079980822,8.850271555,6.6892248894,8.203228596
"803","PRT","Portugal",2017,35.9,15.3,48.8,23.8623657226562,24.0951156616211,52.0425186157227,99.2,8.05,0.7,88.3470438073,11.1745997119,8.850271555,6.6892248894,8.203228596
"804","PRT","Portugal",2018,35.2,15.5,49.3,24.713357925415,25.0476856231689,50.238956451416,95.4,7.81,0.8,88.3470438073,11.1745997119,8.850271555,6.6892248894,8.203228596
"805","PRT","Portugal",2019,34.8,15.2,50,25.8845615386963,26.3962879180908,47.7191505432129,90.6,8,0.7,88.3470438073,11.1745997119,8.1364832607,6.9802413011,8.2078514955
"806","PRT","Portugal",2020,35.5,13.3,51.2,26.9206142425537,27.4569587707519,45.622428894043,83.6,6,0.8,87.2113910813,12.1793596109,8.1364832607,6.9802413011,8.2078514955
"807","PRT","Portugal",2021,36.6,13.3,50.1,28.1191444396973,28.7995471954346,43.0813064575195,71.9,7,0.8,87.2113910813,12.1793596109,8.1364832607,6.9802413011,8.2078514955
"808","PRT","Portugal",2022,37.4,13.2,49.4,28.8401031494141,29.4554901123047,41.7044067382812,77.3,6.9,0.7,87.2113910813,12.1793596109,8.1364832607,6.9661353879,8.2078514955
"809","PRT","Portugal",2023,35.5,13.5,51,29.0992813110352,29.7552757263184,41.1454429626465,77.4,NA,0.7,88.2337907429,11.1358854499,8.1364832607,7.0631781497,8.2078514955
"810","PRT","Portugal",2024,NA,NA,NA,30.1163330078125,31.404483795166,38.4791831970215,NA,NA,NA,NA,NA,8.1364832607,7.0631781497,8.2078514955
"811","ROU","Romania",2008,22.8,8.9,68.3,NA,NA,NA,NA,NA,NA,NA,NA,9.3300033291,7.133232048,7.5473080596
"812","ROU","Romania",2009,22.5,9.3,68.2,NA,NA,NA,NA,NA,NA,NA,NA,9.3300033291,7.133232048,7.5473080596
"813","ROU","Romania",2010,21.8,9.6,68.6,NA,NA,NA,NA,14,2,72.5612832884,24.0773201706,9.3300033291,7.133232048,7.5473080596
"814","ROU","Romania",2011,22.4,9.7,67.9,NA,NA,NA,NA,13.29,1.7,73.4558061734,23.6021763749,9.3300033291,7.133232048,7.5473080596
"815","ROU","Romania",2012,21.6,10.2,68.2,NA,NA,NA,8.1,12.69,1.9,73.4558061734,23.6021763749,9.3300033291,7.133232048,7.5473080596
"816","ROU","Romania",2013,21.4,9.8,68.8,NA,NA,NA,14.5,12.04,1.7,73.4558061734,23.6021763749,9.3300033291,7.133232048,7.5473080596
"817","ROU","Romania",2014,21.6,9.3,69.1,NA,NA,NA,27.3,11.8,1.5,77.1925937576,21.3905726734,9.3300033291,7.3465985946,7.5551687309
"818","ROU","Romania",2015,21.6,8.5,69.9,NA,NA,NA,23.5,11.77,1.5,77.1925937576,21.3905726734,9.3300033291,7.3465985946,7.5551687309
"819","ROU","Romania",2016,22.3,7.2,70.4,NA,NA,NA,6.9,12.17,1.3,77.1925937576,21.3905726734,9.3300033291,7.3465985946,7.5551687309
"820","ROU","Romania",2017,21.8,7.3,70.9,NA,NA,NA,14.9,12.51,1.3,81.4992707409,17.4422735597,9.3300033291,7.3465985946,7.5551687309
"821","ROU","Romania",2018,22.3,7.1,70.6,NA,NA,NA,10.7,11.85,1.4,81.4992707409,17.4422735597,9.3300033291,7.3465985946,7.5551687309
"822","ROU","Romania",2019,21.6,7.3,71.2,NA,NA,NA,10.2,NA,1.3,81.4992707409,17.4422735597,8.0619579591,7.6936007857,7.8072399477
"823","ROU","Romania",2020,19.7,7.3,73,NA,NA,NA,8.7,NA,1.3,83.512942715,15.3559837941,8.0619579591,7.6936007857,7.8072399477
"824","ROU","Romania",2021,19.8,7.4,72.8,NA,NA,NA,6.2,NA,1,83.512942715,15.3559837941,8.0619579591,7.6936007857,7.8072399477
"825","ROU","Romania",2022,20,6.8,73.2,NA,NA,NA,8.7,NA,0.9,83.512942715,15.3559837941,8.0619579591,7.6600869926,7.8072399477
"826","ROU","Romania",2023,21.2,6.7,72,NA,NA,NA,14.9,NA,0.7,80.7845234596,18.4904666112,8.0619579591,7.7346323615,7.8072399477
"827","RUS","Russia",2010,NA,NA,NA,NA,NA,NA,29,20,10.9,NA,NA,NA,NA,NA
"828","RUS","Russia",2011,NA,NA,NA,NA,NA,NA,30,21,9.9,NA,NA,NA,NA,NA
"829","RUS","Russia",2012,NA,NA,NA,NA,NA,NA,28.5,21,9.2,NA,NA,NA,NA,NA
"830","RUS","Russia",2013,NA,NA,NA,NA,NA,NA,26.1,20,8.6,NA,NA,NA,NA,NA
"831","RUS","Russia",2014,NA,NA,NA,NA,NA,NA,23.6,20,8.2,NA,NA,NA,NA,NA
"832","RUS","Russia",2015,NA,NA,NA,NA,NA,NA,20.5,17,7.8,NA,NA,NA,NA,NA
"833","RUS","Russia",2016,NA,NA,NA,NA,NA,NA,16.6,15,7.1,NA,NA,NA,NA,NA
"834","RUS","Russia",2017,NA,NA,NA,NA,NA,NA,15.4,14,6.6,NA,NA,NA,NA,NA
"835","RUS","Russia",2018,NA,NA,NA,NA,NA,NA,13.3,13,5.8,NA,NA,NA,NA,NA
"836","RUS","Russia",2019,NA,NA,NA,NA,NA,NA,12.9,12,5.4,NA,NA,NA,NA,NA
"837","RUS","Russia",2020,NA,NA,NA,NA,NA,NA,11.8,NA,5.2,NA,NA,NA,NA,NA
"838","SRB","Serbia",2010,NA,NA,NA,NA,NA,NA,28.9,NA,1.6,NA,NA,NA,NA,NA
"839","SRB","Serbia",2011,NA,NA,NA,NA,NA,NA,31.5,10.44,1.6,NA,NA,NA,NA,NA
"840","SRB","Serbia",2012,NA,NA,NA,NA,NA,NA,26.8,9.35,1.5,NA,NA,NA,NA,NA
"841","SRB","Serbia",2013,NA,NA,NA,NA,NA,NA,26.6,8.49,1.8,NA,NA,NA,NA,NA
"842","SRB","Serbia",2014,NA,NA,NA,NA,NA,NA,24.6,7.62,1.6,NA,NA,NA,NA,NA
"843","SRB","Serbia",2015,NA,NA,NA,NA,NA,NA,22,8.02,1.3,NA,NA,NA,NA,NA
"844","SRB","Serbia",2016,NA,NA,NA,NA,NA,NA,20,7.42,1.5,NA,NA,NA,NA,NA
"845","SRB","Serbia",2017,NA,NA,NA,NA,NA,NA,21,8.47,1.1,NA,NA,NA,NA,NA
"846","SRB","Serbia",2018,NA,NA,NA,NA,NA,NA,17.5,8.15,1.5,NA,NA,NA,NA,NA
"847","SRB","Serbia",2019,NA,NA,NA,NA,NA,NA,13.5,NA,1.1,NA,NA,NA,NA,NA
"848","SRB","Serbia",2020,NA,NA,NA,NA,NA,NA,10.3,NA,1.1,NA,NA,NA,NA,NA
"849","SRB","Serbia",2021,NA,NA,NA,NA,NA,NA,8.9,NA,1.1,NA,NA,NA,NA,NA
"850","SRB","Serbia",2022,NA,NA,NA,NA,NA,NA,8.5,NA,1,NA,NA,NA,NA,NA
"851","SRB","Serbia",2023,NA,NA,NA,NA,NA,NA,6.8,NA,1.2,NA,NA,NA,NA,NA
"852","SVK","Slovak Republic",2007,29.3,17.8,52.9,NA,NA,NA,NA,NA,NA,NA,NA,4.2862762391,6.9514383993,7.9116558755
"853","SVK","Slovak Republic",2008,24.6,15.8,59.6,NA,NA,NA,NA,NA,NA,NA,NA,4.2862762391,6.9514383993,7.9116558755
