"","REF_AREA","Reference_area","TIME_PERIOD","health_status_F","health_status_B","health_status_G","Upper secondary or post-secondary non-tertiary education","Tertiary education","Below upper secondary education","Motor vehicle theft","Mortality from transport accidents","Intentional homicides","Social support","Lack of social support","Feeling lonely","Life satisfaction","Satisfaction with personal relationships"
"854","SVK","Slovak Republic",2009,23.4,14.7,61.9,NA,NA,NA,NA,NA,NA,NA,NA,4.2862762391,6.9514383993,7.9116558755
"855","SVK","Slovak Republic",2010,22.6,13.8,63.5,NA,NA,NA,61.6,9.48255798538176,1.6,89.59853135,7.8292973607,4.2862762391,6.9514383993,7.9116558755
"856","SVK","Slovak Republic",2011,23.3,13.5,63.2,NA,NA,NA,49.9,8.55811665120525,1.8,88.9289947911,8.0020118854,4.2862762391,6.9514383993,7.9116558755
"857","SVK","Slovak Republic",2012,21.7,12.6,65.7,NA,NA,NA,47.1,8.34014630206974,1.4,88.9289947911,8.0020118854,4.2862762391,6.9514383993,7.9116558755
"858","SVK","Slovak Republic",2013,22.2,11.9,65.9,NA,NA,NA,44.9,6.94573689234616,1.4,88.9289947911,8.0020118854,4.2862762391,6.9514383993,7.9116558755
"859","SVK","Slovak Republic",2014,22.6,12.7,64.7,70.459274,20.379578,9.1611462,42.4,7.88019301490095,1.3,91.479696928,6.086175566,4.2862762391,7.0670017874,8.2271744588
"860","SVK","Slovak Republic",2015,21.8,12.3,65.9,70.135376,21.149881,8.7147398,35.6,8.24145357116288,0.9,91.479696928,6.086175566,4.2862762391,7.0670017874,8.2271744588
"861","SVK","Slovak Republic",2016,21.9,11.8,66.3,69.769516,21.979519,8.2509651,30.8,6.72092818780299,1.1,91.479696928,6.086175566,4.2862762391,7.0670017874,8.2271744588
"862","SVK","Slovak Republic",2017,21.8,11.3,67,68.205521,23.095415,8.6990681,28,6.93112620781079,1.5,89.9163150938,7.4995230488,4.2862762391,7.0670017874,8.2271744588
"863","SVK","Slovak Republic",2018,21.4,12,66.6,66.995461,24.58342,8.4211197,24.6,6.7746566520473,1.2,89.9163150938,7.4995230488,4.2862762391,7.0670017874,8.2271744588
"864","SVK","Slovak Republic",2019,22.4,12.6,65.1,65.424515,25.786274,8.7892141,19.1,7.3155343997879,1.4,89.9163150938,7.4995230488,4.1864442727,7.127231716,7.8933489619
"865","SVK","Slovak Republic",2020,21.7,13.2,65.1,65.680344,26.773348,7.5463114,18,6.24676326983801,1.2,94.8975907718,4.4141947337,4.1864442727,7.127231716,7.8933489619
"866","SVK","Slovak Republic",2021,21.7,13.2,65.1,65.254929,27.911043,6.8340263,14.7,5.99045459648868,1,94.8975907718,4.4141947337,4.1864442727,7.127231716,7.8933489619
"867","SVK","Slovak Republic",2022,21.7,12.3,66.1,64.280624,29.216726,6.5026503,14.4,6.94067033988297,0.8,94.8975907718,4.4141947337,4.1864442727,7.0444166963,7.8933489619
"868","SVK","Slovak Republic",2023,20.6,11.5,67.8,64.82254028,28.80596542,6.371496677,13.6,6.63381759894684,1.1,93.5706009141,4.7764747038,4.1864442727,7.2861273274,7.8933489619
"869","SVK","Slovak Republic",2024,NA,NA,NA,64.6977920532227,29.0372486114502,6.26495552062988,NA,NA,NA,NA,NA,4.1864442727,7.2861273274,7.8933489619
"870","SVN","Slovenia",2007,27.7,14.5,57.8,NA,NA,NA,NA,NA,NA,NA,NA,4.4448734943,6.9515327869,8.3219578287
"871","SVN","Slovenia",2008,27,14.2,58.8,NA,NA,NA,NA,NA,NA,NA,NA,4.4448734943,6.9515327869,8.3219578287
"872","SVN","Slovenia",2009,27,13.3,59.7,NA,NA,NA,NA,NA,NA,NA,NA,4.4448734943,6.9515327869,8.3219578287
"873","SVN","Slovenia",2010,27.1,13.3,59.6,NA,NA,NA,25.4,8,0.5,90.7636915622,8.1128159158,4.4448734943,6.9515327869,8.3219578287
"874","SVN","Slovenia",2011,26.3,13.3,60.4,NA,NA,NA,48.8,8.67,0.8,92.1647438201,7.0082731277,4.4448734943,6.9515327869,8.3219578287
"875","SVN","Slovenia",2012,24.4,12.5,63.1,NA,NA,NA,51.9,8.02,0.3,92.1647438201,7.0082731277,4.4448734943,6.9515327869,8.3219578287
"876","SVN","Slovenia",2013,24.5,10.7,64.8,NA,NA,NA,64.8,8.06,0.6,92.1647438201,7.0082731277,4.4448734943,6.9515327869,8.3219578287
"877","SVN","Slovenia",2014,24.2,11,64.8,57.124428,28.600916,14.274657,69.4,6.69,0.8,90.5177601254,8.4388698583,4.4448734943,7.248027727,8.5384134141
"878","SVN","Slovenia",2015,23.6,11.6,64.8,56.613033,30.173296,13.213673,48.1,7.75,0.9,90.5177601254,8.4388698583,4.4448734943,7.248027727,8.5384134141
"879","SVN","Slovenia",2016,25.6,10,64.4,56.608772,30.735788,12.65544,38.2,7.6,0.3,90.5177601254,8.4388698583,4.4448734943,7.248027727,8.5384134141
"880","SVN","Slovenia",2017,25,9.7,65.3,53.379494,34.302807,12.3177,24.3,6.63,0.9,93.632946031,6.0288488493,4.4448734943,7.248027727,8.5384134141
"881","SVN","Slovenia",2018,24.9,9.7,65.4,55.682087,32.455208,11.862703,25.4,5.64,0.4,93.632946031,6.0288488493,4.4448734943,7.248027727,8.5384134141
"882","SVN","Slovenia",2019,23.7,9.6,66.6,55.513828,33.283279,11.202892,22.1,6,0.7,93.632946031,6.0288488493,3.857592094,7.6296672546,8.5585686942
"883","SVN","Slovenia",2020,23.4,9.5,67.1,54.358028,35.881027,9.7609425,25.3,5,0.5,94.7545209559,4.9709540279,3.857592094,7.6296672546,8.5585686942
"884","SVN","Slovenia",2021,22.6,8.3,69.1,51.014084,40.300003,8.6859121,15.7,6,0.4,94.7545209559,4.9709540279,3.857592094,7.6296672546,8.5585686942
"885","SVN","Slovenia",2022,25.4,6.9,67.7,50.93194962,40.11206436,8.955985069,14.3,5,0.6,94.7545209559,4.9709540279,3.857592094,7.5836058625,8.5585686942
"886","SVN","Slovenia",2023,25.2,9.2,65.6,54.87588501,33.51063919,11.61347485,18.8,NA,0.6,93.4415068753,6.3941831827,3.857592094,7.7353877821,8.5585686942
"887","SVN","Slovenia",2024,NA,NA,NA,54.3746452331543,34.6374778747559,10.9878749847412,NA,NA,NA,NA,NA,3.857592094,7.7353877821,8.5585686942
"888","SWE","Sweden",2007,17.2,5.2,77.6,NA,NA,NA,NA,NA,NA,NA,NA,5.6647087812,7.9074822893,8.3088149448
"889","SWE","Sweden",2008,17.3,5.8,76.9,NA,NA,NA,NA,NA,NA,NA,NA,5.6647087812,7.9074822893,8.3088149448
"890","SWE","Sweden",2009,15.9,5.7,78.4,NA,NA,NA,NA,NA,NA,NA,NA,5.6647087812,7.9074822893,8.3088149448
"891","SWE","Sweden",2010,16.2,5.4,78.4,NA,NA,NA,360,3,1,92.0447340512,6.7080615966,5.6647087812,7.9074822893,8.3088149448
"892","SWE","Sweden",2011,16.1,5.4,78.5,NA,NA,NA,350.3,3.61,0.9,91.1209847234,7.7245961843,5.6647087812,7.9074822893,8.3088149448
"893","SWE","Sweden",2012,15.5,4.9,79.6,NA,NA,NA,289.2,3.38,0.7,91.1209847234,7.7245961843,5.6647087812,7.9074822893,8.3088149448
"894","SWE","Sweden",2013,15.6,4.6,79.8,NA,NA,NA,276.2,3.3,0.9,91.1209847234,7.7245961843,5.6647087812,7.9074822893,8.3088149448
"895","SWE","Sweden",2014,16.8,4.6,78.6,42.85453,38.700306,18.445162,275.6,3.35,0.9,91.8442617845,7.4768053415,5.6647087812,7.7965667544,8.5360724883
"896","SWE","Sweden",2015,17.8,4.5,77.7,42.189362,39.786552,18.024088,258.2,3.19,1.1,91.8442617845,7.4768053415,5.6647087812,7.7965667544,8.5360724883
"897","SWE","Sweden",2016,19.4,5.6,75,41.588329,41.139179,17.272491,240.3,3.02,1.1,91.8442617845,7.4768053415,5.6647087812,7.7965667544,8.5360724883
"898","SWE","Sweden",2017,17.8,5.7,76.5,41.059723,41.936691,17.003588,227.3,2.83,1.1,92.2745474807,7.3608545402,5.6647087812,7.7965667544,8.5360724883
"899","SWE","Sweden",2018,18.2,5.7,76.1,40.039955,43.247318,16.712725,205.1,3.74,1.1,92.2745474807,7.3608545402,5.6647087812,7.7965667544,8.5360724883
"900","SWE","Sweden",2019,18.9,5.1,76,39.662586,43.970543,16.366867,185.9,3,1.1,92.2745474807,7.3608545402,7.8501351509,7.5945220982,8.3183111195
"901","SWE","Sweden",2020,18.2,5.2,76.5,39.291656,44.608795,16.099548,196.1,2,1.2,93.8173603759,6.1045604984,7.8501351509,7.5945220982,8.3183111195
"902","SWE","Sweden",2021,21.2,6.4,72.3,38.23929977,46.55954742,15.20115471,169.1,2,1.1,93.8173603759,6.1045604984,7.8501351509,7.5945220982,8.3183111195
"903","SWE","Sweden",2022,25.6,7.6,66.8,37.09509277,48.50398254,14.40092373,155.6,NA,NA,93.8173603759,6.1045604984,7.8501351509,7.5102990697,8.3183111195
"904","SWE","Sweden",2023,25.1,7.8,67.1,36.19049835,49.3998642,14.4096384,145.1,NA,NA,92.1421392541,7.8315985224,7.8501351509,7.46415539,8.3183111195
"905","SWE","Sweden",2024,NA,NA,NA,36.4841766357422,51.8263130187988,11.6895112991333,NA,NA,NA,NA,NA,7.8501351509,7.46415539,8.3183111195
"906","THA","Thailand",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7970568118,12.4825417383,NA,NA,NA
"907","THA","Thailand",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2046861265,9.4035910832,NA,NA,NA
"908","THA","Thailand",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2046861265,9.4035910832,NA,NA,NA
"909","THA","Thailand",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2046861265,9.4035910832,NA,NA,NA
"910","THA","Thailand",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9232845732,9.7259932925,NA,NA,NA
"911","THA","Thailand",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9232845732,9.7259932925,NA,NA,NA
"912","THA","Thailand",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9232845732,9.7259932925,NA,NA,NA
"913","THA","Thailand",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0270709591,11.4984297804,NA,NA,NA
"914","THA","Thailand",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0270709591,11.4984297804,NA,NA,NA
"915","THA","Thailand",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0270709591,11.4984297804,NA,NA,NA
"916","THA","Thailand",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.023493242,12.754903399,NA,NA,NA
"917","THA","Thailand",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.023493242,12.754903399,NA,NA,NA
"918","THA","Thailand",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.023493242,12.754903399,NA,NA,NA
"919","THA","Thailand",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7278218465,12.2504965574,NA,NA,NA
"920","TUR","Türkiye",2007,19.5,13.6,66.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,7.5
"921","TUR","Türkiye",2008,20.2,11.9,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,7.5
"922","TUR","Türkiye",2009,21.2,13.6,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,7.5
"923","TUR","Türkiye",2010,20.3,13.7,66,NA,NA,NA,25.9,6,2.6,72.6932139893,26.6795046722,NA,5.8,7.5
"924","TUR","Türkiye",2011,20.1,12.7,67.2,NA,NA,NA,21.2,5.93,2.5,73.4126505667,25.5086565898,NA,5.8,7.5
"925","TUR","Türkiye",2012,19.3,12.1,68.6,NA,NA,NA,29.8,5.42,2.6,73.4126505667,25.5086565898,NA,5.8,7.5
"926","TUR","Türkiye",2013,20.5,11.7,67.8,NA,NA,NA,42.6,8.98,2.5,73.4126505667,25.5086565898,NA,5.8,7.5
"927","TUR","Türkiye",2014,20.1,11.8,68.1,18.939352,16.693634,64.367012,52.4,8.12,2.6,85.6384075972,13.3799352201,NA,5.7,7
"928","TUR","Türkiye",2015,21.6,12,66.4,18.972311,18.020138,63.007553,54,8.01,2.7,85.6384075972,13.3799352201,NA,5.7,7
"929","TUR","Türkiye",2016,21.3,9.3,69.4,19.15093,19.362528,61.486542,66.4,8.43,2.9,85.6384075972,13.3799352201,NA,5.7,7
"930","TUR","Türkiye",2017,21.8,9.4,68.8,19.278526,20.013071,60.708405,64.2,8.22,2.9,82.9640708716,16.0041174375,NA,5.7,7
"931","TUR","Türkiye",2018,22.5,9.9,67.6,19.456722,20.780222,59.763054,44.6,7.86416892455961,2.4,82.9640708716,16.0041174375,NA,5.7,7
"932","TUR","Türkiye",2019,22.7,10.4,66.9,19.74897,21.951159,58.29987,34,6.61665910193057,2.2,82.9640708716,16.0041174375,NA,5.6,6.5
"933","TUR","Türkiye",2020,22.2,8.5,69.4,NA,NA,NA,38.5,5.55617653960042,2.4,80.3521333275,19.1636708004,NA,5.6,6.5
"934","TUR","Türkiye",2021,23.8,8.4,67.8,20.444857,24.452457,55.102688,39,5.83738156596614,2.3,80.3521333275,19.1636708004,NA,5.6,6.5
"935","TUR","Türkiye",2022,25,8.3,66.7,21.666508,25,53.333492,41.5,5,2.5,80.3521333275,19.1636708004,NA,5.4,6.5
"936","TUR","Türkiye",2023,27,8.1,64.9,22.62664223,25.92166901,51.45168686,40.9,6.44586908568804,2.5,83.1781097249,16.0154444856,NA,5.6,6.5
"937","TUR","Türkiye",2024,NA,NA,NA,23.131160736084,26.9442195892334,49.9246215820312,NA,NA,NA,NA,NA,NA,5.6,6.5
"938","USA","United States",1998,NA,NA,NA,51.583603,34.871624,13.544776,NA,NA,NA,NA,NA,NA,NA,NA
"939","USA","United States",1999,NA,NA,NA,51.158409,35.761505,13.080087,NA,NA,NA,NA,NA,NA,NA,NA
"940","USA","United States",2000,NA,NA,NA,50.94796,36.494774,12.557263,NA,NA,NA,NA,NA,NA,NA,NA
"941","USA","United States",2001,NA,NA,NA,49.863556,37.520222,12.616223,NA,NA,NA,NA,NA,NA,NA,NA
"942","USA","United States",2002,NA,NA,NA,49.210739,38.133007,12.656256,NA,NA,NA,NA,NA,NA,NA,NA
"943","USA","United States",2003,NA,NA,NA,49.108307,38.42197,12.469723,NA,NA,NA,NA,NA,NA,NA,NA
"944","USA","United States",2004,NA,NA,NA,48.854782,39.052998,12.092218,NA,NA,NA,NA,NA,NA,NA,NA
"945","USA","United States",2005,NA,NA,NA,48.719654,39.054729,12.225618,NA,NA,NA,NA,NA,NA,NA,NA
"946","USA","United States",2006,NA,NA,NA,48.3102,39.486282,12.203516,NA,NA,NA,NA,NA,NA,NA,NA
"947","USA","United States",2007,9.3,3.2,87.5,47.640446,40.270866,12.088685,NA,NA,NA,NA,NA,NA,NA,NA
"948","USA","United States",2008,9.3,3.2,87.5,47.590492,41.10516,11.304346,NA,NA,NA,NA,NA,NA,NA,NA
"949","USA","United States",2009,9.4,3.1,87.5,47.429943,41.214626,11.355431,NA,NA,NA,NA,NA,NA,NA,NA
"950","USA","United States",2010,9.6,3.1,87.3,47.307102,41.662415,11.030482,239.1,12,4.8,92.6172276463,6.9531087427,NA,NA,NA
"951","USA","United States",2011,10,3.1,86.9,46.809719,42.44838,10.741901,230,12,4.7,91.4648322336,8.3051005285,NA,NA,NA
"952","USA","United States",2012,9.8,3.1,87.2,46.255409,43.052437,10.692155,230.4,12,4.7,91.4648322336,8.3051005285,NA,NA,NA
"953","USA","United States",2013,9.8,3,87.1,45.717762,43.910252,10.371985,221.4,12,4.5,91.4648322336,8.3051005285,NA,NA,NA
"954","USA","United States",2014,9.4,2.9,87.7,45.345833,44.224617,10.429553,216.6,12,4.4,89.9312029547,9.9030905418,NA,NA,NA
"955","USA","United States",2015,9.7,2.9,87.4,44.912739,44.629398,10.457861,217,12,5,89.9312029547,9.9030905418,NA,NA,NA
"956","USA","United States",2016,9.6,2.8,87.6,44.480896,45.666355,9.8527498,237,13,5.4,89.9312029547,9.9030905418,NA,NA,NA
"957","USA","United States",2017,9.7,2.8,87.5,44.288704,46.3568,9.3544931,NA,13,5.3,91.310941678,8.6081612036,NA,NA,NA
"958","USA","United States",2018,9.6,2.8,87.5,43.392693,47.431145,9.1761637,NA,13,235.2,91.310941678,8.6081612036,NA,NA,NA
"959","USA","United States",2019,11.6,3.7,84.7,42.469944,48.340187,9.1898708,NA,13,224.9,91.310941678,8.6081612036,NA,NA,NA
"960","USA","United States",2020,10.8,3,86.2,41.667641,50.055275,8.2770815,244.4,NA,6.5,91.7846531329,8.0667755081,NA,NA,NA
"961","USA","United States",2021,10.5,3.1,86.4,41.389202,50.316986,8.2938099,167,NA,6.8,91.7846531329,8.0667755081,NA,NA,NA
"962","USA","United States",2022,11.2,3.3,85.5,41.824577,50.017204,8.1582184,282.7,NA,6.3,91.7846531329,8.0667755081,NA,NA,NA
"963","USA","United States",2023,11.8,3.4,84.9,41.29410934,50.70599365,7.999895573,NA,NA,NA,89.9140420971,10.0221761884,NA,NA,NA
"964","ZAF","South Africa",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5907131266,13.1567658989,NA,NA,NA
"965","ZAF","South Africa",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7077237368,13.1990719107,NA,NA,NA
"966","ZAF","South Africa",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7077237368,13.1990719107,NA,NA,NA
"967","ZAF","South Africa",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7077237368,13.1990719107,NA,NA,NA
"968","ZAF","South Africa",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2521535509,11.4815084743,NA,NA,NA
"969","ZAF","South Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2521535509,11.4815084743,NA,NA,NA
"970","ZAF","South Africa",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2521535509,11.4815084743,NA,NA,NA
"971","ZAF","South Africa",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1477017473,14.657695974,NA,NA,NA
"972","ZAF","South Africa",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1477017473,14.657695974,NA,NA,NA
"973","ZAF","South Africa",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1477017473,14.657695974,NA,NA,NA
"974","ZAF","South Africa",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.707059554,9.9693168185,NA,NA,NA
"975","ZAF","South Africa",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.707059554,9.9693168185,NA,NA,NA
"976","ZAF","South Africa",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.707059554,9.9693168185,NA,NA,NA
"977","ZAF","South Africa",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6777544272,17.8177891857,NA,NA,NA
